userName,content,score,thumbsUpCount,appVersion
A Google user,"I really think that your games are amazing. Because I downloaded other apps made by Codigames. But at the start of this app it is immediately boring,sorry but this app will get 2 stars. The most boring game out of all.",2,0,
A Google user,Its fun a little time needed to build up and watch ads but the payoff for 30 seconds is very good!,5,0,1.2.0
Anitra Rivera,"Great game, on issue is that the button function to play the video to double your money isn't working all the time.",5,0,1.8.4
A Google user,"Fun to play. But cleaners seem to occasionally get stuck in rooms, and don't clean them. Please fix for better rating.",3,0,1.3.1
James Hammer,Fun little game but steep curve right from the beginning. Lots of ads but that's the new normal.,4,0,1.8.3
A Google user,"Too much advestazing to get help coin. And so stingy the amount. Sometimes already watch the advertising, reward didnt work.",2,0,
A Google user,You can't get rid of your expenses when you have been away from the game so you go into the negatives so you lose money which is really annoying. So there is mo way to lower the expenses.,2,0,1.2.0
A Google user,It was going great but the second i got the second hotel it keeps closing the hotel and it wont continue collecting the money. I loged in after 1hr and it didnt do anything.,2,0,1.2.2
Nikhilesh Singh,"Its features and more fun to manage and play, the only thing left is the unavailability of pool feature...",4,0,1.8.2
A Google user,"Love the game. I also like that the ads aren't forced on you, you can choose to watch them if you wish to advance a little faster.",5,0,1.1.1
A Google user,This sucks its a great game but the only thing is that the housekeeping needs to be fixed asap bec they are not doing what im paying them to do like really? I have to watch a ad to make them do what i need them to do,2,0,1.3.1
A Google user,Amazing game containing a lot of entertaining graphics and controls.... and the game is really amazing... Try it!!,5,0,1.7.1
A Google user,"I like the game and the idea of running a hotel. But I dislike paying the people who work at my hotel, because it wastes all of my budget.",4,0,1.3.0
A Google user,"It's a good game and the best part is you get to earn money from the investers n upgrade the hotel in no time, only request would be to be able to sell furnitures and gadgets if bought accidentally",4,0,1.2.0
cereal milk,"I love the concept of this game, but out of all games from this developer this one forces me to watch ads for progress the most. I got so tired of it I decided to eventually uninstall",2,0,
A Google user,Tooo much fun too play..the only irritating part is too much ad for the money too get ..please reduce the ads. Otherwise its too fun too play and build,5,0,1.4.4
Josselynn Adams,I like the game but I wish the money you earn can be used on all hotels because I have everything upgraded in some hotels and I just keep earning money that I cannot spend on anything.,4,0,1.7.2
A Google user,"Definitely a pay to play game. Fun, but not worth the ads or money to get rid of the ads.",3,0,1.6.0
A Google user,Great pastime and strategy game. Only down fall is it's mildly difficult to level up.,4,0,1.1.1
Avatar The Last Airbender Fan,I love the game! It's fun and I really suggest it. You need wifi/data to play. I think it should be offline but otherwise I love the game,5,0,1.9.93
A Google user,it is a fun game.. but on the second hotel.. the resort.. there is one bug that is bothering me.. the wages of the chef.. it said daily wages is $150.. but when you hire the chef the daily wages become $650.. can you fix that?,2,0,1.1.1
A Google user,Love the game. Too bad it took 2 weeks to complete 4 levels to 5 stars. Need more levels.,4,0,1.2.0
Scott Myers,"On my Samsung Galaxy S10, the star meter at the top right corner is obscured by the camera lens that's built into the screen. Can you fix this please? Thank you.",4,0,1.7.4
Antreas Alexakis,It's really good but I wish the progress was a little bit faster... Like earn a little bit more money so I have a reason to have the game open for more time,5,0,1.7.1
A Google user,It is an okay game. For me it is very hard because it is not clear how to add another room or upgrade the kitchen or things like that. And your employees resign for no reason. You might enjoy it more than me but I didn't like it.,3,0,
A Google user,"I really like the game but to progress faster I will need to watch lot of ads, the price for managers or ads skip is quite high so I hope you guys can improve the money earning or reduce your price for microtransactions",4,0,1.1.1
Tejas Kakkad,"The game is very good,It keeps you busy just one problem that money should be get used in all hotels, we have to start from beginning if we get another hotel so plzz fix this problem plzzzz",3,0,1.9.93
A Google user,Game good but can't progress past blue crystal to next hotel. Everything fully upgraded but won't go past 4 stars so can't unlock next hotel,1,0,1.2.0
A Google user,"It's fun.best hotel game I ever played,but I hate that you have to pay employees.so now I will not play.please make it where you do not have to pay,and I will change the rating and play again.______",2,0,1.2.0
A Google user,It looks great and stuff but when I tried to play the game it did not let me it keep on saying error __ and I deleted stuff for the game so it was all for no reason!!!!________,1,0,
A Google user,Fun relaxing game... would be nice if ads gave you more rewards. It's kinda annoying that watching an ad only gives you 10mins of x2 money.,3,0,1.5.0
A Google user,"I really love this game! It's been my favorite mobile game so far! I wish you would release more hotels though, it stops after 20 stars and I would really love to continue playing!",5,0,1.2.0
Mandy R,Glitchy. The investors often freeze up and will not let you choose to watch video. It often will not let you skip to morning and watch video,1,0,1.7.2
Nicole Koczy,Meh good game but just the VIP that comes. Never enough extra money to cover expenses and takes to long to buy things find it to slow for my liking give more VIP money __,2,0,1.8.4
A Google user,Really liked it got through it fast enough.. except I can't do anything else im finishes the game completely and am really waiting for a new update or another hotel made.,5,0,1.2.1
A Google user,Superb game where you can manage your own pocket hotel and make amazing things for guests so I would give it a 5 star this game is superb for marketing and business and building up new techniques so this game deserves a five star,5,0,1.3.1
A Google user,"Can only play 1 or 2 ads, then won't play anymore. I have to force close then re-open to play more ads.",2,0,1.3.1
A Google user,"Very addictive! Wish there were more hotels though. The last hotel is basically the first one, which was disappointing.",4,0,1.2.0
Anthony Nichols,You have to watch ads to progress... Or wait days for a single improvement... You will spend 1 minute watching ads for every 10 seconds you spend playing the game.,1,0,
A Google user,Great game! Requires more thought than most games out now. You have to find a good balance in wants and needs of your guests.,5,0,1.5.0
Alok Kumar,Codigames produces the best idle games seriously if you dislike idle games pls play this one coz it's superb amazing tycoon games especially I like theirs Supermarket and Harbour and this one is also on the list I just can't wait for their new games to release I love to play their games coz they can do your time pass and when time flied you'll never come to know I like gym one and theme park too,5,0,
A Google user,One of the best idle games. In love with it. Love how it it has a slow pace unlike other fast paced idle games. Totally in love. Keep up the good work guys.,5,0,1.3.1
A Google user,Thank you for fixing the error 4 message. I have loved this game. Please do an update and include several more hotels because I have finished Arabian Knights already. Thanks!,5,0,
Richard Stevenson,Really like this game however constantly loading so u able to even watch ads for x2 profits or double money while away. Have uninstalled and reinstalled but problem persists. Tried wifi and data,4,0,2.4
A Google user,"Really need to balance it out when you buy a new hotel each time. Its so hard and grueling at the start of each hotel to make money , please balance it",4,0,1.1.1
A Google user,"Good grafhics, but it's really hard to get a new hotel since the bills are really expencive. I hope the owners are going to update bill costs. Till then, I ai'nt playing",1,0,
A Google user,Its a good game... Would like to make money faster. But it has me wanting to play more and more to find out the next stuff the games has to offer,4,0,1.3.0
marvin jefferson,The only problem i have as of yet since i haven't been playing for a whole day yet is it doesnt always give you the ads to get double profits or the investors,3,0,1.7.2
A Google user,Takes too long to get money. Doesn't give enough information for starting. False advertising: eg. ad says bar is $1000 when it is $6000.,1,0,
A Google user,"Tutorial not really great, but it dowsnt take much to get a hold of the game! Its really fun managing a hotel!",5,0,1.4.0
Mohammed Waseem,I loved this game and this is very good and I can't say the word I don't have the words for this beautiful game and I am enjoying this two double beds one single bed then one single bed and the counter and eating areas so I will give it stars five out of five and thanks a lot to this game I love it and install it this is very good game___________________,5,0,2.0
A Google user,"Love the fact that the ads are optional and not spammed in your face every 2 minutes, if you're patient you can play completely without ads",5,0,1.2.0
A Google user,"Its very unclear how to play. It gives you a list of things to do, but you cant fo them. It needs work. And a better tutorial",2,0,1.3.0
A Google user,Super fun. Its different from the other game and you actually build the hotel at ur own accord. Keep up the good work and bring more interesting updates pls,5,0,1.2.0
A Google user,Great game. Beat it. Was hoping it would unlock more hotels. Will happily leave a better review if there are additional hotels to upgrade.,3,0,1.3.1
A Google user,It's very fantastic game . But when we have done all the double rooms and then we have to build new rooms also I am very confused how to build new room again plz do something,5,0,1.5.0
A Google user,"This game is awesome, but they should make some stuff cost coins such as the idle timer that costs 10$ they should make it worth 100,000$ game dollars.",5,0,1.6.0
A Google user,Needs more hotels!! I've run out of things to do. The event hotels are too time limited which makes it almost pointless to do.,2,0,1.4.2
A Google user,"Love the game. Steady progress. However, not happy that the double rewards don't wirk when you come back to the game.",3,0,
Tonette Johnson,It takes forever to earn coins and the game process is slow. I never played a Idle game that took this long to build up revenue.,1,0,
Black Star,This is fun game. I love to play but there is one thing I don't like is that we can't use our profit of one hotel into another hotel. This is opposite to business concept.,4,0,1.8.4
A Google user,Really enjoy the game but have completed both hotels to maximum and my second hotel wont go 5 stars. Need more hotels to be added on the game for me to change my rating,4,0,1.0
A Google user,"Gets dull pretty quick, graphics are glitchy, not realistic or fun. Nothing you do at hotel matters much, because you make money by watching ads (so called investor).",2,0,1.2.1
A Google user,Really great game. I've completed last level(Arabian Nights Resort) and I'm so excited for new levels. Can please generate new levels. I'm so eager to play,5,0,
Nicolas Rojas,This game is enjoyable it doesnt matter whether people think it has to many ads it sepends on the gameplay and gaining more money it gets interesting further on thats what i can say i really dont know what other people like fresh starting Noobies will think about the game,5,0,
A Google user,"I have played lots of idle games but this is by far the most captivating one. ( no, i am not a bot, work for them or payed for this comment). Give it a try, its worth it",5,0,1.2.0
A Google user,So it took me 2 weeks to clock this game and it's very addictive. It requires patience and alot of it too.... I enjoyed it. Great game!!,5,0,1.2.0
A Google user,"amazing ! really addicting game , but just lower the prices for no ads the manager a bit like 10¡ê for a character? that is just too much but rest its amazing",5,0,1.3.1
A Google user,I love this game a lot... However I feel like it's a little slow passed in comparison to the roller coaster park version of this game.,4,0,1.3.1
A Google user,"overall game is okay, just have to watch a lot of ads to get more money lol __ but what i dislike the most is, they only let the hotel operate 2 hours when youre away.",4,0,1.1.1
A Google user,"Love the game, i have really enjoyed your idle games managed to complete this one however one of my tasks it to build 2 double bedrooms which i have done and it hasn't given me my reward.",4,0,0.1.1
Erica Miller,"Ads for extras only available in the evening, unable to mute them or anything like that, too many ads to be able to pass the game.",1,0,2.6.1
Kadden Lee,This game is awesome I love how you can go back and do other hotels and everything you can just do it basically anything and it kind of teaches you would be like if you ran,5,0,1.8.3
Moses Jyles,I played this game for 3 month and loved it until when you get to the highest hotel and everytime you watch the ads it stop giving you the extra cash so you watch them for nothing.Now it trash and i erase for life thanks tycoon for the let down,1,0,
Jonathan Desmarais,It was fun but when I switched out phones it wasn't able to restore were I was & contacted them but no help at all had to uninstall didn't what to put in hella more hours just to get were I should have been,2,0,1.8.4
Montgomery Gator,"I was playing the game fine then the next day I opened the app and it said new version in the app store I clicked on the download button it took me to play store and it didn't say anything about a update, so I go back to the game and did the same thing, so I uninstalled the game and installed it and still did nothing I dont know what do to.",1,0,
Shreya Ambastha,"The game is really engaging but after completion of main hotel- codi hotel, the dancing King doesn't come. And it's extremely struggling to get money.",3,0,2.4
A Google user,"I love this game this game can make you feel like i real life hotel but sometimes when i try to improve the hotel there always a writing ( improve fail) so the reason i gave this game 4 _ because when i improve,it always fail.____",4,0,
A Google user,Nice game till you get to your second hotel and then nothing works. You can't hire staff or up grade anything. You can't collect money from VIP as videos don't work. You can not do anything. Deleting game now.,2,0,1.2.1
Jerry Murphy,This game is so cool you can make your hotel the way you want it to be you can make a bigger parking space they're just a bunch of stuff you can do with this game go and cheak it out and see if you like it???,5,0,1.7.2
A Google user,"At first I thought it was one of those repetitive clicker games but this is a game of management and thought, in total it's a great game and I would highly recommend",5,0,1.2.0
Blue Shadow,This game is really fun to play since you can manage your own hotel and I would say there is nothing wrong with it but the hardest part on managing the hotel is fireing someone because you are low on money):,5,0,1.7.3
Vicky Miller,"Good game but......... The new update 'Little Camelot' is nice but there is only 1 electricity room and even fully upgraded it isn't enough power to power everything so I can't get passed 4 stars, am I missing something?",4,0,
A Google user,"Fun game to play and pass the time, but very heavy on ads and you can't get to the 3rd hotel with out spending all diamonds or real money.",2,0,1.2.1
Bryan Sullivan,So far this game is really fun. I put at 3 because i just started playing it so i havent really got much time into it. Will update once i play for a few more days,3,0,1.7.2
A Google user,Pretty boring game at first then it got fun. But the ads required to get something is a bit over board.,3,0,1.2.0
A Google user,"Very fun game!, however in the second hotel my game kept on lagging and crashing so I could no longer play, sadly I had to delete the app because of how much it was lagging :( :( :(",4,0,1.2.0
A Google user,Probably one of the most fun Tycoon games I've ever played. Pretty slow at first but a couple hours in and I can't stop playing. Great game and I recommend you at least try it if you're reading this.,5,0,1.7.1
A Google user,"It was fun at first but after I bought the second one I kept getting negative numbers in money but in the first one I had $37,000 but I couldn't do anything cus I finished it and had the second one with less than $140 when I could of had $37,140",3,0,1.5.0
Leanne Millar,"Still waiting on new levels. Love the game but need more levels, I've completed all the others.",3,0,1.9.93
Ryle Bataan,would be five stars. but I can't claim bonus rewards since app is resetting when playing ads. It would be great if this would be fix btw. I'm using sony xperia xz1 compact,3,0,1.8.4
A Google user,Really good game however there appears to be a bug which means you pay your daily wage to your staff every time they finish a shift rather than actually daily. Makes getting a hotel started difficult,3,0,1.2.0
Leroy Jackson,I love this game its the best game and plus it teaches you how to own your own business and is very educational for everybody to play so you should download it right now But you need internet to play it thats a big whoops.,5,0,
A Google user,"Paid for in-game purchases but didn't receive them due to 'Server Issues'. Emailed their tech support twice, still no reply - so will have to request refund.",1,0,1.2.0
Rachell Moody,"It's OK but I have completed all the hotels and have all the special stuff you get from events. Seriously, give us more hotels!!!",3,0,1.7.1
Paul Berkey,Pretty good game no need to pay to play. The only thing is the game gets stuck sometimes when opening menus but overall the game is pretty decent 4.5/5,4,0,1.7.1
A Google user,"I usually don't like these games. However, this one has a good challenge to it. There is only 2 hotels to compete after there is nothing to do.",5,0,0.3.1
A Google user,"I Hate this game sooooo much it is so stupid!!! If you were to download it you would hate it to. When ever you start playing and you stop playing, when you come back to the game it has to delet all of the stuff you already did on it!!!!____",1,0,
Kimberly Mefford,I love this game because you can build room's. You hire workers butt the next day you have to hire another worker.__ I hate that. I recomend you to install the game.__ I love this game so much! Hope this is helpful!!!,4,0,1.7.1
Sidney Lemaire,"I personally like these types of games, there fun and they give you an expireance of business. It also make you think and problem solve.",5,0,1.7.3
demon gamer yeet,"Very fun, but plz add more hotels, i dont wanna complete the game and then get bored of it, and plz make the event hotels easier, i have no idea how you get anywhere near enough money to earn a manager :/",4,0,1.9.91
A Google user,"Really great game, it takes a bit of time to get money and upgrade things but it's not excessively long.",5,0,1.3.0
A Google user,No matter how fast your connection is the game was very slow when it comes to loading or starting the game! I wont recommend this to anybody! Waste of time!,1,0,1.5.0
A Google user,It's so fun but it is really hard to upgrade the stuff because they kind of expensive but it doesn't lag or crash or anything go and download this app for sure you will be addicted,5,0,1.2.0
A Google user,Great game. Needs more levels and the ability to transfer money from hotels or use the money as collateral to build new hotel.,3,0,1.2.2
A Google user,A VERY addictive game. Most games don't usually calculate the minor stuff like the workers' wages and stuff but that is one of the MANY features that makes this game sooo interesting.,5,0,1.7.1
A Google user,"This game is great for gaming in the background, lots of customizations and good graphics, can't wait for upcoming versions",5,0,0.1.1
A Google user,Don't play this game. You only get somewhere if you watch ads or spend money on it. It's definitely not worth your time. BTW you need to have the app open to earn something,1,0,1.5.0
A Google user,"You never make any money to pay your bills, always losing staff, and you have to pay real money if you want to get anywhere in this game. What a POS. Uninstalled in less than 24 hours",1,0,1.3.1
A Google user,"I had very high expectations on this game, but when I tried it I found that it is a very slow paced game. The game is directly dependent on the sponsor's advertisements. I personally wasted 1 day of my life in this game",1,0,
A Google user,"Cool game, great time spender although another game with full of adverstisements you can't really earn that much money without watching ads so thats that.",4,0,1.2.0
A Google user,"I love this game but we need more levels. I am almost done with the 4th hotel, then what? I'm eagerly waiting for more hotels to be added. This game is a great way to kill some time and I want more!",5,0,1.2.0
Jim G,This game is really great there are no adds and the only thing bothering me is that at the start there will be along pause of the game but the rest is great i can not stop playing it,5,0,1.7.2
A Google user,I definitely like this game but am through all four hotels available within a week or two. Thought there were more available. Any idea why we can't see those other hotels?,4,0,1.2.1
A Google user,My favorite game right now. Usually I download games then delete them within 24hrs but not with this one I've had it for about 3 weeks now and still loving it!,5,0,1.5.0
A Google user,"I win! I've upgraded all hotels and gotten all the stars... now what? still, a really fun game just needs a few more hotels. mayhap a few multi-story?",4,0,1.2.2
Jennifer Wright,"Great game! It's fun and, if you don't mind watching ads for extra cash (which they give you quite a bit of money) you could be playing all day __!",4,0,1.7.1
A Google user,"Very nice game. But if I could give an advice, there would be more good and realistic if every staff of the hotels have a part time of work.",4,0,
A Google user,Great game with good theme. Would be more interesting and diverse with more different hotel services and possibly multiple hotel floors.,4,0,1.2.0
A Google user,Love the game but sick of watching ads to get my double profits and not receiving double profits.....might have to uninstall pointless why have the option if it does not work!!,2,0,1.2.0
Ashley Amirault,Second time playing this game. I finished the first one but wanted to play it over again on my new phone. This is the BEST tycoon game out there!!,5,0,1.8.4
Hayden Pittock,So bad the game glitches when watching videos and after 1 minute of a 30 second video I never got it. If you want your time wasted play this game.,1,0,1.8.3
A Google user,New to the game and it seems fun...but at times video for the investments doesn't play to get the extra cash...fix that and you could get ratings for a 5 from me,3,0,1.2.0
A Google user,Just beat the game after about a month of playing. It was overall really enjoyable but there needs to be more hotels sometime soon.,5,0,1.4.2
A Google user,I could not use the money made by one hotel after a full upgrade in other hotels. What should I do with that money then? I need to use the money I earned from any hotel. That is the way it should work. I think developers ought to look into this,2,0,1.2.0
A Google user,Really enjoyed this little idle simulator. Took me about 3 weeks but Iv completed all hotels now. Will there be any more added in the future? Highly recommended for a fun little time waster,5,0,1.2.0
Kelly Hetherington,I would give you a 5 star but how I'm going to pass if I can't get 5 stars on all levels when all the missions and rooms Tec are completed. Can anyone help or own this how it's ment to be?,4,0,1.7.1
A Google user,"Pretty much like allmof codigames, well games, they're good at what they do wasteing time, the ads are mosty non invasive, mostly just for boosts, helps me relax while watching sick grandparents.",4,0,1.2.0
Rima Adi,"Its a good game, no ads but the only thing that I hate is that you cant play when you donyt have wifi and that when you are working in another hotel you dont have the same money. Like I have 193 000$ and in the other hotel I have 10 000$",3,0,2.4
CRANIOTOMIST,Love the game! But the connection woth the server is crooked. Can't claim my achievemnt rewards. Please fix it so I can enjoy it even more!,1,0,1.9.93
Jane Kuklish,This is a very fun game. Totally recommend it. I love how you can switch hotels while in idle zoo tycoon you cant. Great game.,5,0,1.7.1
Deswanditto Dwi Saptanto,This game is actually has a lot of potential and good...but why does the game force me to watch repetitive 30 seconds adds of 'soldier throwing grenade games' so often in order to get money...it is very dissapoint me,1,0,
Tj Johnston,Been great up until today it just won't let me play it keeps loading on the dam loading screen. Not sure if its a bug but thought I'd let you guys know. Galaxy s10,4,0,
A Google user,"Game is great, but they made you to watch ads every minute. And whats worse is i can never connect to google play no matter how many times i tried",3,0,1.2.0
A Google user,Great game have enjoyed it. But cant open santas resort as I cant get the 5th star in blue crystal resort! Everything is upgraded to max. And still cannot get that 5th star!!!,3,0,1.2.0
Bernice Dunleavy,could have a better intro or FAQ. Also I have completed all the available assignments up through the castle. Months ago. When are there going to be any new hotels?,4,0,1.8.4
sabine,The game is pretty good I just feel like it is impossible to get any money it takes so long especially if you are just starting you only make like 20 dollars a minute,3,0,1.9.93
King Blue,Is a nice game but your first make to where you earn enough money for electricty n etc.. Also we spend most of the time watching ads i get but make it to where we can play the game,3,0,1.7.2
A Google user,I spent more time watching ads than playing the game just to barley be able to afford to buy anything. Was not fun because of it.,2,0,1.2.2
A Google user,It starts out really slow but once you get past the first 24hrs! Hehe it gets easier and you know what your doing.,5,0,1.2.0
A Google user,"This game is really fun to play. I think u should at maintance, plumber, new floor ,cinema and etc. Can you make mafia version i really need one.",4,0,1.2.0
Jessica Yarber,"Its okay, like every idle game but my chefs keep leaving. Sometimes just one but sometimes all of them and I'm just tired of having to hire them back.",2,0,1.8.4
A Google user,I bought one tablet for 20 gems in one of my double bed rooms but during the process i clicked multiple times because of some bit of lag and after that my remaining 40 gems was lost and even when I restart the game it the gems wasnt refunded,4,0,1.3.1
Cynthia Lee,"I had paid to buy one of the features in the game, but the game had bug and did not refresh the game new feature for me. I had paid for nothing.",1,0,1.9.9
A Google user,"I love this game, until the 3rd hotel, i almost complete build the hotel, and then when i try to get in into the game, i got message error, so i can't get in, i try to uninstal and i instal again this game, the result still can't get in into this game,,",1,0,1.2.0
A Google user,A good tycoon game. No need to rush. Open it on occasionally. Focus on advertisements. Slowly build your dream hotel.,4,0,1.6.0
A Google user,only gave a 2 because there are only 6 levels after you fully upgrade the last one...no point in coming back.,2,0,1.3.1
A Google user,"I've played several tycoon games by this developer, and this is, by far, my favourite. I'm on the last hotel now... Hoping for an update with a new one soon. Maybe a Japanese onsen? __",5,0,1.5.0
A Google user,"3 stars for force paying programming, 4 maids can clean 6 rooms but 6 maids cleans 6 rooms, so I ither pay you money to skip ads or be forced to watch videos to keep the hotel clean coz any maid after 4 doesnt have any effect at all, so how does 4 maids donate same job as 6 maids when theirs 8 rooms, coz your forcing me to watch ads to get them clean by programming the game so I stuck.with stupid maids that do nothing their paid to.",3,0,1.5.0
A Google user,Good game only if you buy the dog. I finished the game within 2-3 weeks (not being very active) this game needs to be updated for more hotels.,3,0,1.2.2
A Google user,It's super fun but the person that gives you money if you watch a video dosnt work. I don't know why it stopped working.,4,0,1.2.0
Laura Murphy,Lack of levels is what stops it being a great game. Is there anyway to restart the game? Or will new levels be added?,2,0,2.4
Anna Grinberg,There was so much ads and it was deleting everything and it was installing these games that I didn't even install and worst of all like I hired all the staff and then I close app for 2 seconds go back in and it says I have no staff I don't recommend this game,1,0,
A Google user,This is a very good game but there is a problem that when the rooms are full another customers can't stay in the hotel and the staff can also resign but it is a good game.,3,0,
A Google user,"I paid for the VIP package and not only did i NOT receive the VIP benefits, they charged me TWICE for it with NO RESPONSE when i asked for a refund. SCAM!!! DO NOT PLAY!!!",1,0,1.6.0
A Google user,The game is good in the beginning but after completing all task in the first hotel still no 5 star and secondly u cant use the money from your first hotel and invest in the next one the money is just lying there gonna uninstall this game,1,0,1.2.0
Kausar Saleem,This is a very amazing game but one thing is that making money is quite slow so if you could maybe increase the money per hour for customer that would be nice other than that amazing game,4,0,2.4
Natalia Stamenkoski,I will like the game is just i dont like it freeze a lot and there should be like 3 rooms but there is just 2 so its easy to take care of the rooms and i dont will like about the chif leaves outslide and you have to pay the chif again and again but i dont like how the rooms are 2 because what i said is its easy to take care of it and the other customers are waiting and you want to do more woke and the packing is 500 dollars and to get 2 people room is 800 doolars so i dont like how that is pay.,3,0,1.9.93
A Google user,Its an addicting game so far. Nice mechanics. A little bit expensive for the other upgrades! I enjoyed playing it. __,4,0,1.3.1
A Google user,Unfortunately it won't open anymore. It is stuck on the loading screen saying 100% loaded. But it's a great game.,4,0,0.3.1
Zhanna Lacey,"I find the little hotel people entertaining. While there are some ads, the game is pretty easy to play without them.",4,0,1.8.3
The Wellmans,I love playing codigames but I found this a big disapontment money is really hard to get money and I cant upgrade anything!!! and it is just really bad.,1,0,1.8
A Google user,Not sure how to get to 5 stars without spending money. Got sick of the fact that I can't advance to the third hotel so I'm deleting the game. Waste of time.,1,0,1.2.0
QR Code2,"At the other farm games, i have a idea to grow somethin to eat up all the delicious humans hunters that play it.maybe they are under a curse of some sort, for me to have an idea like this.And second, the hunters are looking to abuse the chinese cleaners in this.so the cleaners are in danger of exposure scrutiny destroy by hunters, who has aliens AND are dinosaur hunters,so the thing to grow has to be huge,bigger than dinosaurs, to eat up both dinosaur,alien and hunters,who are a type of insects.",5,0,1.8.4
A Google user,It's such a great game for me to play!I always come back to it to check up on my hotel.Tje graphics aren't bad either and I love seeing my hotels expand!,5,0,1.2.1
Daniella Perez,"Really fun game. Requires a lot of time though, and unfortunately I lost all progress when I got a new phone.",3,0,1.4.0
A Google user,"It's entertaining. Ads are not forced, rewards for watching ads scales up as your hotel levels up.",4,0,1.6.0
Osas,"Nice game, nice visual it's very cute but my only problem is the clicking, I'm at the last hotel and they are like 40+ rooms my hands are hurting can't they just have one upgrade button",4,0,
A Google user,Would be great if you could do something with cash from hotels that are fully upgraded. More hotels to work on would be awesome too.,5,0,1.2.0
Carol Njogu,I love __ this game __ it is very special and very helpful to me and the Tenant as follows as he is the hardest part in this game and he will also have access to his computer and his emails from his work on his own computer system does not work well in his work and remember he was working ________,5,0,2.4
Abdul Ahad,This game is attractive with nice graphics. The reason it is attractive because you have to challenge yourselve in the game how can you make profit in it with loses too,3,0,1.7.1
A Google user,Pretty good idle game. I like that you have staff to pay daily. The downfall is there are only 2 hotels. I beat the game in 4 days.,3,0,0.3.1
A Google user,I gave 5 stars but please make it this. Staff can serve max 2 guests. Please make it 3 or 4. In the beginning it is ok but it makes problem at big capacity hotel.,5,0,1.3.1
A Google user,"It's good and fun at the start, but after some time you start getting bored. It has good quality, but it needs more stuff cuz it feels empty",4,0,
A Google user,You should really challenge your friend! And be able to work on the same island! It os a great game i love it soooooo much! We play all of the idle games! __,5,0,
Jayme Schott,"So addiciting!!! Totally worth making the few 1 time purchases in game, especially during this time of crisis or even for stay-at-home/new moms like me!!!!!",5,0,1.7.1
A Google user,Fun! But been experiencing some issues with the game not working in the background unless the app is closed completely.,4,0,1.2.0
A Google user,"It's ok. Just like other idle games. But, once you get 5* on the third hotel the game is completely over. I guess I will uninstall now.",3,0,1.1.1
Nicole Pineda,it's a fun game but i wish there was a way to convert the cash from completed hotels to gems or pool the money and use it to spend on other hotels.,4,0,1.7.2
A Google user,Love it... but the only thing it needs is more single bedrooms please and also more things u could add to the hotel and down on some of the prices also we need more missions please do these things,5,0,1.2.2
A Google user,"I really like this game, has a good balance to progress on the game. Have finished 2 hotels and almost on my third one.",5,0,1.2.0
A Google user,"I love how u can create the hotel, but getting money is pretty slow im just using the ad to get more money for my hotel is there anyway u can make the hotel to get money faster?, still i love the game",5,0,1.2.2
A Google user,Great game but the money I earned in one hotel should be usable for all hotels. I already bought all the things in hotel #1 and keep earning money but can't use the money for other hotels..,2,0,1.5.0
Michael¡¯sf Sullivan goC c gggvvjjgvvvs,"Fantastic game, very few ads. Easy to play and lose hours of the day on!!",5,0,2.0
Jamie Nixon,My housekeeping staff is not cleaning the rooms. They are lounging in the staff area. I have tried to fire and hire new characters and it's the same. Not a single room will they clean. This is REDICULOUS.,1,0,1.9.93
Joshua Minor,I think it's not that great. Expenses ruin it. Can you at least lower the employee wages so that high wage employees don't QUIT after you made little money to give to them? Even the ad money isn't enough! This game really isn't great when you're starting.,2,0,
Jian Copina,Good game__ but when i watch ads to get more money it doesn't work__. So this is kinda slowing my progress. Please fix this.,4,0,2.6.1
A Google user,I really enjoyed the game! Lasted about 3/4 weeks then ran out of hotels to build. Would love to see more hotels added.,4,0,1.3.1
A Google user,Love the upgrades. Fun to play! A little slow to load. Hope there are more hotels to upgrade in the future!,5,0,1.2.0
MIJAN RAHMAN,"It¡¯s just a simple game of upgrading... It¡¯s fun playing a while, but after that, because of lack of varities, it just gets boring...",3,0,1.8.4
A Google user,It is a good game to spare time and come back to. And you can also see your progress will you play the game with your stats and by view,4,0,1.2.0
A Google user,"Slow, you get about five mins play, hardly any progress, and then that's it for another 24 hours,, given ti's game about a week and watched about 100 adds and still it drags,, sorry",2,0,1.2.2
A Google user,"No chance to start a new game. Too slow unless you watch the ads. So its 95% ad watching, 3% waiting, 2% playing :-D Fun nonetheless!",3,0,1.2.0
A Google user,Was fun at first but now every time you click to get more money or speed up night time the video starts then stops and you get nothing... If not fixed soon ill be deleting it,1,0,1.6.0
Kendra Sedgwick,Been playing for a few days. So far so good. I just hope it doesnt stall in gameplay towards the end like in the water tycoon game.,5,0,1.7.1
A Google user,"Yet another game that the developers are creating, not fixing. Same glitches forever , but they've added a new hotel.",3,0,1.3.0
Martin Rose,Awesome game if your into business.but it would be nice if you ca put some more real touch to it with the house keepers like turn down service and keep a party in the bar and kitchen have a wedding stuff like that,5,0,1.8
A Google user,Just a great game to kill time with. Thank you for the free money with the ads. Just love this game. Best one by far that I've played,5,0,1.2.0
A Google user,Good game. but please make some update that allow to transfer/invest money to other new hotel. its so boring to watch videosss to get some money.,2,0,1.7.0
Teresa Barfield,"This game is a lot of fun, but the money should be able to transfer from hotel to hotel. Donald Trump doesnt limit money to one place. He built an empire by moving money from investment to investment.",4,0,1.7.1
